source_url,upper_item,image,image_path,link,item,product_list_code,name
https://proquinorte.myshopify.com/pages/muestreo-y-diseccion,muestreo-y-diseccion,https://cdn.shopify.com/s/files/1/0568/3068/9429/files/tijeras.jpg?v=1630397643,C:\images\100400.jpg,https://proquinorte.myshopify.com/collections/100400,,100400,"
Tijeras
"
https://proquinorte.myshopify.com/pages/muestreo-y-diseccion,muestreo-y-diseccion,https://cdn.shopify.com/s/files/1/0568/3068/9429/files/Pinzas.jpg?v=1630397643,C:\images\100500.jpg,https://proquinorte.myshopify.com/collections/100500,,100500,"
Pinzas
"
https://proquinorte.myshopify.com/pages/muestreo-y-diseccion,muestreo-y-diseccion,https://cdn.shopify.com/s/files/1/0568/3068/9429/files/Espatulas.jpg?v=1630397643,C:\images\100600.jpg,https://proquinorte.myshopify.com/collections/100600,,100600,"
Espátulas
"
https://proquinorte.myshopify.com/pages/muestreo-y-diseccion,muestreo-y-diseccion,https://cdn.shopify.com/s/files/1/0568/3068/9429/files/Cucharas.jpg?v=1630397643,C:\images\100700.jpg,https://proquinorte.myshopify.com/collections/100700,,100700,"
Cucharas
"
https://proquinorte.myshopify.com/pages/muestreo-y-diseccion,muestreo-y-diseccion,https://cdn.shopify.com/s/files/1/0568/3068/9429/files/espatuchara.jpg?v=1630397643,C:\images\100800.jpg,https://proquinorte.myshopify.com/collections/100800,,100800,"
Espátula-cucharas"
https://proquinorte.myshopify.com/pages/muestreo-y-diseccion,muestreo-y-diseccion,https://cdn.shopify.com/s/files/1/0568/3068/9429/files/bolsas_para_gas.jpg?v=1632209172,C:\images\100900.jpg,https://proquinorte.myshopify.com/collections/100900,,100900,"
Bolsas para gas
"
https://proquinorte.myshopify.com/pages/muestreo-y-diseccion,muestreo-y-diseccion,https://39896041.servicio-online.net/Fotos/menu/Muestreo%20y%20disecci%C3%B3n/escobillones.jpg,C:\images\101200.jpg,https://proquinorte.myshopify.com/collections/101200,,101200,"
Escobillones
"
https://proquinorte.myshopify.com/pages/muestreo-y-diseccion,muestreo-y-diseccion,https://39896041.servicio-online.net/Fotos/menu/Muestreo%20y%20disecci%C3%B3n/bolsas%20muestreo.jpg,C:\images\101100.jpg,https://proquinorte.myshopify.com/collections/101100,,101100,"
Bolsas para muestreo
"
https://proquinorte.myshopify.com/pages/muestreo-y-diseccion,muestreo-y-diseccion,https://cdn.shopify.com/s/files/1/0568/3068/9429/files/Diseccion2.jpg?v=1631693172,C:\images\101000.jpg,https://proquinorte.myshopify.com/collections/101000,,101000,"
Otros elementos de disección
"
https://www.proquinorte.com/pages/catalogo,,https://cdn.shopify.com/s/files/1/0568/3068/9429/files/Vidrio.png?v=1629183690,C:\images\vidrio.jpg,https://proquinorte.myshopify.com/pages/vidrio,vidrio,,Vidrio
https://proquinorte.myshopify.com/pages/vidrio,vidrio,https://39896041.servicio-online.net/Fotos/menu/Vidrio/Frascos.jpg,C:\images\frascos-botellas.jpg,https://proquinorte.myshopify.com/pages/frascos-botellas,frascos-botellas,,Frascos - botellas
